"warm","yr89","male","white","age","ed","prst","warmlt2","warmlt3","warmlt4"
2,0,1,0,50,12,30,0,1,1
2,1,0,1,38,18,62,0,1,1
2,1,0,1,37,11,20,0,1,1
2,1,0,1,89,8,18,0,1,1
2,1,0,1,28,12,36,0,1,1
2,0,1,1,58,12,27,0,1,1
2,1,1,1,36,11,48,0,1,1
2,0,0,0,34,12,17,0,1,1
2,1,1,1,59,16,34,0,1,1
2,0,1,0,43,9,18,0,1,1
2,0,0,0,76,7,18,0,1,1
2,0,1,1,76,8,29,0,1,1
2,1,0,1,36,12,36,0,1,1
2,1,0,1,42,13,41,0,1,1
2,0,1,1,39,8,33,0,1,1
2,1,1,1,29,13,17,0,1,1
2,0,1,1,67,11,58,0,1,1
2,1,0,1,46,12,60,0,1,1
2,0,1,1,62,9,28,0,1,1
2,1,1,1,26,14,23,0,1,1
2,1,0,1,50,15,46,0,1,1
2,0,1,1,35,10,32,0,1,1
2,1,1,1,26,14,48,0,1,1
2,0,0,1,33,14,36,0,1,1
2,0,0,1,27,14,33,0,1,1
2,0,1,0,48,11,32,0,1,1
2,0,1,1,23,12,17,0,1,1
2,1,1,1,35,16,39,0,1,1
2,0,1,1,28,12,28,0,1,1
2,1,0,1,47,14,36,0,1,1
2,0,1,1,49,11,38,0,1,1
2,0,0,1,75,7,32,0,1,1
2,0,0,1,33,16,52,0,1,1
2,0,1,0,33,12,17,0,1,1
2,1,1,1,41,20,55,0,1,1
2,0,1,0,68,0,17,0,1,1
2,0,1,1,54,13,33,0,1,1
2,1,1,1,49,14,50,0,1,1
2,0,1,1,80,5,45,0,1,1
2,1,1,0,25,14,37,0,1,1
2,0,1,1,56,7,41,0,1,1
2,1,1,1,55,12,33,0,1,1
2,0,1,1,33,16,40,0,1,1
2,0,1,0,23,11,16,0,1,1
2,0,1,1,81,10,40,0,1,1
2,0,1,1,19,11,37,0,1,1
2,1,0,0,43,15,46,0,1,1
2,0,1,1,20,13,39,0,1,1
2,0,0,1,54,16,46,0,1,1
2,1,0,1,45,12,47,0,1,1
2,0,1,1,40,17,50,0,1,1
2,1,1,1,32,12,33,0,1,1
2,1,1,1,65,10,38,0,1,1
2,0,1,1,58,8,33,0,1,1
2,0,0,1,41,12,46,0,1,1
2,0,1,1,36,12,49,0,1,1
2,0,1,1,37,12,30,0,1,1
2,1,0,1,36,12,38,0,1,1
2,0,1,1,20,12,29,0,1,1
2,0,1,1,19,12,22,0,1,1
2,0,1,1,30,14,41,0,1,1
2,1,1,1,68,18,78,0,1,1
2,0,0,1,65,14,62,0,1,1
2,0,0,1,69,10,18,0,1,1
2,0,1,0,20,13,47,0,1,1
2,1,0,1,33,16,61,0,1,1
2,0,1,1,43,12,42,0,1,1
2,1,0,1,36,12,48,0,1,1
2,0,1,1,21,12,17,0,1,1
2,1,0,1,56,9,50,0,1,1
2,1,1,1,23,12,16,0,1,1
2,0,0,1,41,12,46,0,1,1
2,0,1,1,55,16,31,0,1,1
2,1,0,1,43,12,36,0,1,1
2,0,0,1,61,12,45,0,1,1
2,1,1,1,33,12,47,0,1,1
2,0,0,1,46,4,32,0,1,1
2,1,0,1,44,14,42,0,1,1
2,0,1,1,41,10,47,0,1,1
2,0,0,1,27,12,20,0,1,1
2,0,0,1,28,15,18,0,1,1
2,0,1,1,44,12,47,0,1,1
2,0,1,1,53,11,45,0,1,1
2,0,1,1,34,12,33,0,1,1
2,1,1,1,71,8,16,0,1,1
2,0,1,0,19,12,17,0,1,1
2,0,0,1,25,10,32,0,1,1
2,0,1,1,48,19,63,0,1,1
2,0,1,1,58,12,48,0,1,1
2,0,0,1,44,12,32,0,1,1
2,0,0,1,38,16,43,0,1,1
2,1,1,0,21,14,46,0,1,1
2,0,1,1,74,18,63,0,1,1
2,0,1,0,57,9,41,0,1,1
2,1,1,1,73,5,50,0,1,1
2,1,0,1,43,12,50,0,1,1
2,0,0,1,19,12,36,0,1,1
2,1,0,1,52,12,50,0,1,1
2,1,0,1,26,8,32,0,1,1
2,1,0,1,49,16,62,0,1,1
2,0,1,1,28,18,47,0,1,1
2,1,0,1,25,16,50,0,1,1
2,1,1,1,45,12,50,0,1,1
2,0,1,1,37,7,30,0,1,1
2,1,0,1,68,12,36,0,1,1
2,0,1,1,54,12,26,0,1,1
2,1,1,1,78,9,18,0,1,1
2,0,1,1,49,12,16,0,1,1
2,0,0,1,71,4,23,0,1,1
2,0,0,1,67,12,36,0,1,1
2,0,1,1,42,10,47,0,1,1
2,1,1,1,71,12,36,0,1,1
2,0,0,1,56,12,32,0,1,1
2,1,0,1,68,14,50,0,1,1
2,0,0,1,56,9,22,0,1,1
2,0,0,1,51,8,25,0,1,1
2,1,1,1,20,12,18,0,1,1
2,1,0,1,68,12,40,0,1,1
2,1,1,1,50,10,30,0,1,1
2,1,0,1,81,14,63,0,1,1
2,0,0,1,62,10,32,0,1,1
2,0,0,1,73,8,27,0,1,1
2,0,1,1,52,8,40,0,1,1
2,1,0,1,88,13,60,0,1,1
2,0,1,1,54,8,50,0,1,1
2,0,0,1,39,12,15,0,1,1
2,1,1,1,35,15,50,0,1,1
2,0,0,0,83,4,18,0,1,1
2,1,1,1,57,13,28,0,1,1
2,0,0,1,19,10,20,0,1,1
2,1,1,1,31,13,50,0,1,1
2,0,0,0,52,6,32,0,1,1
2,1,1,1,26,12,40,0,1,1
2,1,0,1,61,7,12,0,1,1
2,0,0,1,42,16,48,0,1,1
2,0,0,1,37,12,46,0,1,1
2,1,0,1,68,13,40,0,1,1
2,0,0,1,45,12,46,0,1,1
2,1,1,1,27,16,51,0,1,1
2,1,0,1,21,11,16,0,1,1
2,0,1,1,45,12,33,0,1,1
2,0,0,1,57,17,60,0,1,1
2,0,1,1,34,14,68,0,1,1
2,0,0,1,68,8,31,0,1,1
2,1,0,1,55,12,36,0,1,1
2,0,0,1,71,15,50,0,1,1
2,0,1,1,61,10,22,0,1,1
2,1,1,1,54,9,22,0,1,1
2,0,1,1,33,12,32,0,1,1
2,1,1,1,32,16,56,0,1,1
2,0,1,1,29,16,72,0,1,1
2,1,0,1,61,16,60,0,1,1
2,1,0,1,30,13,15,0,1,1
2,0,1,1,35,12,32,0,1,1
2,0,0,1,47,12,48,0,1,1
2,0,0,1,45,9,20,0,1,1
2,1,1,0,68,6,37,0,1,1
2,0,0,1,30,12,33,0,1,1
2,0,1,1,21,12,32,0,1,1
2,0,0,1,67,11,43,0,1,1
2,1,0,1,50,9,20,0,1,1
2,0,0,1,53,12,46,0,1,1
2,1,1,1,70,12,50,0,1,1
2,1,1,1,28,12,37,0,1,1
2,1,1,1,72,12,16,0,1,1
2,1,0,1,28,12,31,0,1,1
2,0,1,1,26,16,45,0,1,1
2,0,0,1,61,11,45,0,1,1
2,0,1,1,65,12,38,0,1,1
2,0,1,1,60,11,50,0,1,1
2,0,1,1,52,16,67,0,1,1
2,0,0,1,33,10,39,0,1,1
2,1,1,1,68,12,40,0,1,1
2,0,0,1,35,12,45,0,1,1
2,1,1,1,41,14,43,0,1,1
2,0,1,0,50,16,50,0,1,1
2,1,0,1,74,12,36,0,1,1
2,0,1,1,27,10,17,0,1,1
2,0,1,1,52,15,34,0,1,1
2,0,1,1,40,18,63,0,1,1
2,0,1,1,46,12,50,0,1,1
2,0,0,1,82,12,61,0,1,1
2,0,1,0,55,12,35,0,1,1
2,1,0,1,61,12,39,0,1,1
2,0,1,1,29,14,40,0,1,1
2,0,1,1,29,10,49,0,1,1
2,1,0,0,50,8,29,0,1,1
2,0,1,1,70,16,36,0,1,1
2,1,1,1,30,5,28,0,1,1
2,0,1,1,27,13,36,0,1,1
2,0,1,1,19,11,46,0,1,1
2,1,1,1,45,12,32,0,1,1
2,1,1,1,38,9,22,0,1,1
2,1,1,1,33,12,40,0,1,1
2,1,0,1,63,11,36,0,1,1
2,1,0,1,50,12,36,0,1,1
2,0,1,1,68,9,45,0,1,1
2,0,1,1,59,12,32,0,1,1
2,0,1,1,39,12,39,0,1,1
2,0,0,1,21,12,50,0,1,1
2,1,0,0,67,12,22,0,1,1
2,0,1,1,68,11,48,0,1,1
2,0,1,1,35,7,18,0,1,1
2,1,0,1,70,8,20,0,1,1
2,0,1,1,21,9,27,0,1,1
2,1,1,1,46,16,50,0,1,1
2,1,1,1,42,14,39,0,1,1
2,0,1,0,28,15,39,0,1,1
2,0,0,1,56,17,63,0,1,1
2,1,0,1,64,14,39,0,1,1
2,0,1,1,77,11,14,0,1,1
2,0,1,1,36,12,33,0,1,1
2,1,1,1,47,12,56,0,1,1
2,0,1,1,35,12,33,0,1,1
2,0,0,1,50,10,33,0,1,1
2,0,0,0,28,13,41,0,1,1
2,0,1,1,79,8,42,0,1,1
2,0,1,1,39,12,32,0,1,1
2,0,1,1,34,18,60,0,1,1
2,0,0,1,67,12,32,0,1,1
2,0,0,1,57,12,72,0,1,1
2,0,1,1,45,10,54,0,1,1
2,0,0,1,60,11,18,0,1,1
2,0,0,1,21,12,29,0,1,1
2,0,1,1,23,13,50,0,1,1
2,1,0,1,26,8,19,0,1,1
2,0,1,1,54,20,60,0,1,1
2,0,0,0,26,12,17,0,1,1
2,1,1,1,34,10,33,0,1,1
2,1,0,0,30,16,60,0,1,1
2,1,1,1,33,13,42,0,1,1
2,1,1,1,52,17,50,0,1,1
2,1,1,1,25,13,50,0,1,1
2,1,0,1,77,12,52,0,1,1
2,0,0,0,76,6,32,0,1,1
2,0,0,1,60,9,32,0,1,1
2,1,1,0,22,11,32,0,1,1
2,0,1,1,67,8,19,0,1,1
2,0,0,1,68,8,23,0,1,1
2,0,1,1,26,13,17,0,1,1
2,1,1,1,63,12,19,0,1,1
2,0,0,1,46,12,46,0,1,1
2,0,0,1,29,16,57,0,1,1
2,0,1,1,30,9,32,0,1,1
2,0,1,0,41,12,17,0,1,1
2,1,0,1,61,12,36,0,1,1
2,1,1,1,30,16,72,0,1,1
2,0,1,1,57,16,29,0,1,1
2,1,0,1,81,10,36,0,1,1
2,1,0,1,28,13,36,0,1,1
2,0,1,0,65,2,40,0,1,1
2,0,0,1,74,9,23,0,1,1
2,1,1,1,63,10,33,0,1,1
2,0,1,1,48,12,50,0,1,1
2,1,1,1,25,14,20,0,1,1
2,0,0,1,75,10,26,0,1,1
2,0,1,1,34,12,72,0,1,1
2,0,0,1,78,14,60,0,1,1
2,0,0,1,67,17,60,0,1,1
2,0,0,1,57,12,32,0,1,1
2,1,0,1,31,12,57,0,1,1
2,0,0,1,45,12,48,0,1,1
2,1,0,1,42,13,28,0,1,1
2,0,1,0,26,12,32,0,1,1
2,0,1,1,53,12,50,0,1,1
2,0,1,0,22,9,29,0,1,1
2,1,1,1,72,18,78,0,1,1
2,0,0,1,28,12,25,0,1,1
2,1,0,0,38,12,17,0,1,1
2,1,0,1,49,14,61,0,1,1
2,1,0,1,63,8,32,0,1,1
2,0,1,1,22,11,40,0,1,1
2,0,0,0,45,9,33,0,1,1
2,0,0,1,67,12,36,0,1,1
2,0,1,0,55,8,27,0,1,1
2,1,0,1,39,12,17,0,1,1
2,1,1,1,34,17,71,0,1,1
2,0,1,1,42,8,33,0,1,1
2,0,1,1,45,8,30,0,1,1
2,0,1,1,51,16,34,0,1,1
2,1,0,1,31,13,46,0,1,1
2,0,1,1,71,6,22,0,1,1
2,0,1,1,20,8,36,0,1,1
2,0,0,1,65,12,51,0,1,1
2,1,1,1,41,12,29,0,1,1
2,0,1,1,49,11,36,0,1,1
2,0,0,1,29,10,36,0,1,1
2,0,1,1,30,12,35,0,1,1
2,1,0,1,72,12,46,0,1,1
2,0,1,1,54,0,40,0,1,1
2,0,1,1,25,12,40,0,1,1
2,0,1,1,47,14,47,0,1,1
2,0,0,1,51,10,32,0,1,1
2,1,1,1,28,14,50,0,1,1
2,0,1,1,24,12,17,0,1,1
2,0,1,1,29,14,40,0,1,1
2,0,1,1,39,12,26,0,1,1
2,0,0,1,53,9,26,0,1,1
2,0,0,1,51,12,36,0,1,1
2,1,0,1,82,11,31,0,1,1
2,0,0,1,52,14,51,0,1,1
2,0,0,1,29,12,20,0,1,1
2,0,1,1,32,7,50,0,1,1
2,0,1,1,48,10,29,0,1,1
2,0,0,1,36,13,43,0,1,1
2,0,0,1,63,7,25,0,1,1
2,0,0,1,61,7,25,0,1,1
2,1,1,1,78,8,41,0,1,1
2,0,0,1,35,12,23,0,1,1
2,0,0,1,60,12,20,0,1,1
2,1,1,1,42,16,37,0,1,1
2,1,0,1,43,14,36,0,1,1
2,1,1,1,72,12,68,0,1,1
2,1,0,1,56,15,47,0,1,1
2,1,1,1,36,10,32,0,1,1
2,1,1,1,20,12,32,0,1,1
2,1,1,1,52,11,36,0,1,1
2,0,1,0,67,3,17,0,1,1
2,0,1,1,41,7,36,0,1,1
2,1,1,1,49,8,50,0,1,1
2,0,0,1,36,8,19,0,1,1
2,1,1,1,40,14,34,0,1,1
2,0,0,1,59,12,34,0,1,1
2,1,0,1,66,8,17,0,1,1
2,0,0,1,56,10,46,0,1,1
2,1,0,1,65,12,18,0,1,1
2,1,0,1,60,18,63,0,1,1
2,0,1,1,32,14,32,0,1,1
2,0,0,1,52,12,25,0,1,1
2,1,0,1,71,13,29,0,1,1
2,0,1,1,45,12,37,0,1,1
2,0,1,1,54,9,28,0,1,1
2,0,0,1,70,16,60,0,1,1
2,0,0,1,22,13,14,0,1,1
2,0,1,1,24,12,50,0,1,1
2,1,0,1,66,12,32,0,1,1
2,0,0,1,52,12,48,0,1,1
2,1,0,1,48,12,19,0,1,1
2,1,0,1,54,20,78,0,1,1
2,0,0,1,35,12,41,0,1,1
2,0,1,1,42,9,32,0,1,1
2,1,1,1,73,10,29,0,1,1
2,0,1,1,58,16,50,0,1,1
2,0,0,0,22,13,40,0,1,1
2,0,0,1,44,18,63,0,1,1
2,1,1,1,48,14,50,0,1,1
2,1,0,1,58,12,20,0,1,1
2,1,1,1,37,18,50,0,1,1
2,1,0,1,19,12,18,0,1,1
2,0,1,0,56,12,27,0,1,1
2,0,1,1,56,12,40,0,1,1
2,0,1,1,26,18,57,0,1,1
2,0,1,1,27,12,37,0,1,1
2,0,0,1,63,8,18,0,1,1
2,1,0,1,58,12,31,0,1,1
2,1,0,1,28,12,46,0,1,1
2,1,0,1,45,12,43,0,1,1
2,0,1,1,42,15,44,0,1,1
2,1,1,1,45,14,23,0,1,1
2,1,1,0,40,20,78,0,1,1
2,0,1,1,32,14,35,0,1,1
2,0,0,1,29,8,32,0,1,1
2,0,1,1,24,11,37,0,1,1
2,1,0,1,70,12,46,0,1,1
2,0,0,1,59,12,18,0,1,1
2,0,1,1,77,8,30,0,1,1
2,1,1,0,32,14,37,0,1,1
2,0,0,1,73,10,32,0,1,1
2,0,0,1,32,12,46,0,1,1
2,1,0,1,51,16,60,0,1,1
2,0,1,1,35,12,39,0,1,1
2,1,1,1,37,15,40,0,1,1
2,0,1,1,37,14,70,0,1,1
2,1,1,1,59,12,12,0,1,1
2,0,1,1,43,11,37,0,1,1
2,0,1,1,48,12,50,0,1,1
2,0,1,1,47,7,30,0,1,1
2,0,0,1,72,9,29,0,1,1
2,0,1,1,23,12,48,0,1,1
2,0,1,1,71,16,62,0,1,1
2,0,0,1,50,16,50,0,1,1
2,0,1,1,22,9,33,0,1,1
2,0,0,1,30,12,25,0,1,1
2,0,1,1,58,11,34,0,1,1
2,0,0,1,63,12,33,0,1,1
2,1,0,1,61,12,25,0,1,1
2,1,0,1,66,14,46,0,1,1
2,0,0,1,35,11,45,0,1,1
2,0,1,1,38,11,50,0,1,1
2,0,0,0,46,10,18,0,1,1
2,0,1,1,43,10,39,0,1,1
2,0,1,1,61,12,29,0,1,1
2,0,1,1,55,12,41,0,1,1
2,0,1,1,19,12,26,0,1,1
2,0,0,1,45,5,18,0,1,1
2,1,1,1,42,15,50,0,1,1
2,1,0,1,67,6,32,0,1,1
2,0,1,1,20,12,42,0,1,1
2,0,1,0,58,12,14,0,1,1
2,0,1,1,78,16,50,0,1,1
2,1,1,1,28,17,14,0,1,1
2,0,1,1,71,15,60,0,1,1
2,0,1,1,67,10,32,0,1,1
2,1,1,0,82,8,35,0,1,1
2,0,1,1,34,12,32,0,1,1
2,1,1,1,29,14,23,0,1,1
2,1,0,0,59,13,36,0,1,1
2,1,1,1,63,14,50,0,1,1
2,0,0,1,74,7,25,0,1,1
2,1,1,1,74,14,36,0,1,1
2,0,1,1,19,11,23,0,1,1
2,0,1,1,56,14,41,0,1,1
2,0,1,1,45,8,29,0,1,1
2,0,1,1,37,19,69,0,1,1
2,0,0,1,69,14,31,0,1,1
2,0,1,1,33,16,69,0,1,1
2,0,0,1,61,12,34,0,1,1
2,0,0,1,54,14,43,0,1,1
2,1,1,1,42,20,50,0,1,1
2,1,1,1,37,18,60,0,1,1
2,0,1,1,42,12,50,0,1,1
2,0,1,0,46,3,17,0,1,1
2,1,1,1,40,17,68,0,1,1
2,0,1,1,35,16,50,0,1,1
2,0,0,1,72,12,62,0,1,1
2,1,1,1,47,11,54,0,1,1
2,1,0,1,65,12,46,0,1,1
2,1,0,1,32,18,62,0,1,1
2,0,0,1,56,11,31,0,1,1
2,0,1,1,36,12,49,0,1,1
2,0,0,1,54,10,25,0,1,1
2,1,1,1,58,12,39,0,1,1
2,0,0,0,28,10,36,0,1,1
2,0,0,1,42,10,19,0,1,1
2,0,1,1,61,12,63,0,1,1
2,0,1,1,60,12,28,0,1,1
2,0,0,1,73,12,34,0,1,1
2,0,1,1,30,6,28,0,1,1
2,0,1,1,49,12,47,0,1,1
2,0,0,1,63,8,36,0,1,1
2,1,1,1,34,15,34,0,1,1
2,1,0,0,51,11,25,0,1,1
2,0,1,1,58,13,23,0,1,1
2,0,1,1,49,20,60,0,1,1
2,0,1,1,54,14,49,0,1,1
2,0,0,1,49,12,36,0,1,1
2,0,1,0,45,15,71,0,1,1
3,0,0,1,25,16,52,0,0,1
3,1,0,1,24,11,39,0,0,1
3,0,1,1,22,12,32,0,0,1
3,0,1,1,55,12,36,0,0,1
3,1,1,1,22,14,29,0,0,1
3,0,0,1,42,12,36,0,0,1
3,1,1,1,63,8,33,0,0,1
3,0,1,1,54,10,39,0,0,1
3,1,1,0,40,6,26,0,0,1
3,1,1,1,65,12,36,0,0,1
3,1,0,1,42,15,62,0,0,1
3,1,0,1,48,14,50,0,0,1
3,1,1,1,24,12,36,0,0,1
3,0,0,1,38,15,61,0,0,1
3,1,1,1,72,18,68,0,0,1
3,0,0,1,53,16,52,0,0,1
3,0,0,1,64,8,32,0,0,1
3,1,0,1,61,14,36,0,0,1
3,1,0,1,56,18,76,0,0,1
3,0,0,1,74,8,32,0,0,1
3,1,1,1,26,18,43,0,0,1
3,0,1,1,65,13,69,0,0,1
3,0,0,1,70,6,50,0,0,1
3,0,1,0,19,11,16,0,0,1
3,1,0,0,28,8,31,0,0,1
3,0,1,1,41,8,19,0,0,1
3,1,1,1,40,19,76,0,0,1
3,1,0,1,72,8,41,0,0,1
3,0,0,1,21,11,20,0,0,1
3,0,0,1,30,12,36,0,0,1
3,1,1,1,27,14,16,0,0,1
3,1,0,1,75,12,50,0,0,1
3,1,0,1,33,17,62,0,0,1
3,1,1,1,45,12,51,0,0,1
3,1,1,1,51,18,50,0,0,1
3,0,0,0,55,7,23,0,0,1
3,1,0,1,36,12,46,0,0,1
3,0,1,1,20,12,49,0,0,1
3,0,0,0,50,7,18,0,0,1
3,0,0,1,23,11,34,0,0,1
3,1,1,1,45,17,57,0,0,1
3,0,0,1,39,12,34,0,0,1
3,0,0,1,23,12,20,0,0,1
3,0,1,1,27,11,17,0,0,1
3,0,0,1,23,13,42,0,0,1
3,1,0,1,27,16,36,0,0,1
3,0,1,1,42,14,50,0,0,1
3,0,0,1,50,12,31,0,0,1
3,1,0,1,53,16,35,0,0,1
3,1,1,1,32,14,37,0,0,1
3,0,0,1,53,12,50,0,0,1
3,1,0,0,48,14,48,0,0,1
3,0,1,0,49,9,24,0,0,1
3,1,0,1,50,12,40,0,0,1
3,1,1,1,43,13,33,0,0,1
3,0,0,1,61,16,60,0,0,1
3,0,1,1,28,12,37,0,0,1
3,0,0,1,58,12,25,0,0,1
3,1,1,1,66,14,50,0,0,1
3,1,0,1,55,14,62,0,0,1
3,1,1,0,24,10,26,0,0,1
3,0,1,1,36,13,47,0,0,1
3,1,0,1,68,15,43,0,0,1
3,0,0,1,24,12,34,0,0,1
3,1,0,1,43,14,50,0,0,1
3,0,0,1,60,12,34,0,0,1
3,0,1,1,73,7,37,0,0,1
3,0,1,1,65,17,60,0,0,1
3,0,0,0,56,12,14,0,0,1
3,1,0,0,56,16,62,0,0,1
3,0,0,1,39,12,46,0,0,1
3,1,1,1,41,18,50,0,0,1
3,1,0,1,28,16,57,0,0,1
3,1,0,1,60,13,34,0,0,1
3,0,0,0,37,11,43,0,0,1
3,1,0,1,28,16,61,0,0,1
3,0,0,1,34,12,33,0,0,1
3,1,1,1,38,19,76,0,0,1
3,0,1,1,28,12,32,0,0,1
3,1,1,1,75,12,40,0,0,1
3,1,1,1,27,16,67,0,0,1
3,0,1,1,42,16,50,0,0,1
3,0,0,1,20,11,20,0,0,1
3,0,0,0,25,9,32,0,0,1
3,1,1,1,24,16,63,0,0,1
3,1,0,1,56,12,41,0,0,1
3,1,0,1,39,12,36,0,0,1
3,0,0,1,67,16,31,0,0,1
3,1,0,0,43,12,42,0,0,1
3,0,1,1,60,10,37,0,0,1
3,1,0,1,35,15,62,0,0,1
3,1,0,1,29,16,50,0,0,1
3,0,1,1,23,13,45,0,0,1
3,1,0,1,24,12,41,0,0,1
3,1,0,1,25,16,60,0,0,1
3,0,1,1,55,9,50,0,0,1
3,0,0,1,28,12,36,0,0,1
3,0,1,0,36,16,68,0,0,1
3,1,1,1,53,12,36,0,0,1
3,0,1,1,59,17,61,0,0,1
3,1,0,1,59,11,50,0,0,1
3,0,0,0,33,12,18,0,0,1
3,1,0,1,28,12,36,0,0,1
3,0,0,1,19,12,20,0,0,1
3,0,0,1,37,13,36,0,0,1
3,1,1,1,67,18,63,0,0,1
3,1,1,1,34,12,61,0,0,1
3,1,0,1,79,13,46,0,0,1
3,0,0,0,59,4,16,0,0,1
3,1,1,1,28,14,57,0,0,1
3,0,0,1,49,12,47,0,0,1
3,1,0,1,55,12,39,0,0,1
3,0,1,1,63,15,61,0,0,1
3,0,0,1,41,12,46,0,0,1
3,1,0,1,29,14,20,0,0,1
3,1,0,1,42,9,36,0,0,1
3,1,1,1,29,12,37,0,0,1
3,0,1,1,33,14,34,0,0,1
3,0,0,1,34,16,46,0,0,1
3,0,1,1,34,11,17,0,0,1
3,1,1,1,39,12,39,0,0,1
3,1,1,0,19,14,26,0,0,1
3,0,1,1,28,18,78,0,0,1
3,1,1,1,40,12,17,0,0,1
3,1,1,1,26,12,39,0,0,1
3,1,0,1,27,16,51,0,0,1
3,0,0,1,34,16,50,0,0,1
